area,occ_code,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
19,11-2021,2390.0,5.1,1.549,0.64,64.91,135010.0,1.4,47.98,63.88,78.7,99790.0,132870.0,163700.0
20,11-2021,1360.0,4.4,0.96,0.4,67.92,141280.0,2.2,49.04,62.78,80.55,101990.0,130590.0,167540.0
21,11-2021,2460.0,5.4,1.255,0.52,59.94,124670.0,1.9,40.02,55.48,77.47,83230.0,115390.0,161150.0
22,11-2021,940.0,5.1,0.506,0.21,79.95,166300.0,3.3,38.66,51.62,76.92,80400.0,107370.0,159990.0
24,11-2021,6060.0,4.5,2.262,0.93,74.34,154620.0,1.7,48.26,66.13,92.92,100370.0,137560.0,193280.0
25,11-2021,13510.0,3.6,3.709,1.53,86.59,180120.0,1.3,63.19,81.72,103.13,131420.0,169990.0,214510.0
26,11-2021,6090.0,3.9,1.401,0.58,68.38,142240.0,2.3,48.94,64.52,82.07,101790.0,134200.0,170700.0
27,11-2021,8570.0,3.1,2.974,1.22,83.97,174660.0,2.5,60.38,78.94,99.97,125600.0,164200.0,207930.0
28,11-2021,920.0,7.5,0.799,0.33,50.26,104530.0,6.7,28.22,42.04,64.85,58710.0,87440.0,134900.0
29,11-2021,4040.0,7.4,1.405,0.58,61.19,127280.0,2.2,37.36,53.09,76.37,77700.0,110420.0,158850.0
30,11-2021,380.0,15.2,0.756,0.31,68.69,142870.0,6.3,47.8,62.83,79.02,99420.0,130690.0,164360.0
31,11-2021,2210.0,4.3,2.204,0.91,58.02,120670.0,2.2,37.03,50.92,68.41,77030.0,105900.0,142290.0
32,11-2021,3800.0,9.1,2.563,1.05,58.71,122120.0,6.1,32.5,46.91,71.48,67610.0,97560.0,148680.0
33,11-2021,1340.0,7.2,1.987,0.82,77.24,160670.0,4.2,55.16,72.44,93.46,114730.0,150670.0,194410.0
34,11-2021,12260.0,3.1,2.916,1.2,90.65,188550.0,0.8,65.42,83.4,105.17,136070.0,173460.0,218750.0
35,11-2021,460.0,9.0,0.549,0.23,63.65,132390.0,5.1,44.31,55.91,73.61,92160.0,116290.0,153110.0
36,11-2021,45000.0,5.2,4.791,1.97,92.63,192670.0,2.7,63.24,83.31,106.76,131540.0,173290.0,222060.0
37,11-2021,10400.0,2.0,2.17,0.89,75.94,157960.0,1.1,51.77,69.14,87.8,107680.0,143800.0,182630.0
38,11-2021,200.0,7.6,0.469,0.19,66.14,137580.0,3.7,47.86,60.0,78.15,99560.0,124800.0,162540.0
39,11-2021,8070.0,2.5,1.476,0.61,67.55,140500.0,0.7,47.45,63.46,82.67,98700.0,132000.0,171950.0
40,11-2021,1330.0,4.4,0.797,0.33,65.42,136070.0,3.1,41.88,58.52,82.36,87100.0,121730.0,171310.0
41,11-2021,5800.0,3.1,2.987,1.23,70.21,146030.0,1.2,49.02,64.49,84.09,101970.0,134130.0,174900.0
42,11-2021,10400.0,3.5,1.748,0.72,69.41,144380.0,2.0,46.94,63.41,83.62,97640.0,131890.0,173920.0
44,11-2021,840.0,10.2,1.722,0.71,84.6,175960.0,2.7,64.51,79.67,101.02,134190.0,165720.0,210110.0
45,11-2021,3530.0,3.5,1.587,0.65,59.7,124170.0,2.8,38.87,50.84,76.8,80850.0,105750.0,159740.0
46,11-2021,100.0,10.7,0.229,0.09,73.01,151850.0,2.1,59.85,66.56,81.99,124480.0,138450.0,170540.0
47,11-2021,7760.0,4.3,2.409,0.99,68.56,142600.0,2.5,46.56,62.65,81.6,96850.0,130310.0,169720.0
48,11-2021,36900.0,2.1,2.722,1.12,72.34,150470.0,1.0,47.39,64.93,87.47,98570.0,135050.0,181930.0
49,11-2021,6820.0,5.2,4.061,1.67,64.74,134650.0,1.7,41.27,61.9,79.78,85850.0,128760.0,165940.0
51,11-2021,7040.0,3.4,1.768,0.73,87.7,182420.0,0.9,64.13,82.85,105.21,133390.0,172320.0,218840.0
53,11-2021,9450.0,3.4,2.704,1.11,83.07,172780.0,2.0,50.3,78.17,104.57,104630.0,162590.0,217510.0
54,11-2021,250.0,6.6,0.358,0.15,54.27,112870.0,3.7,37.25,47.4,64.15,77490.0,98590.0,133430.0
55,11-2021,2550.0,2.9,0.882,0.36,69.49,144530.0,1.7,49.95,62.18,81.73,103900.0,129340.0,170000.0
1,11-2022,3650.0,3.3,1.778,0.47,66.2,137700.0,2.2,41.0,56.61,79.38,85280.0,117750.0,165100.0
2,11-2022,820.0,4.4,2.625,0.69,51.04,106170.0,1.9,35.71,44.74,60.52,74290.0,93050.0,125890.0
4,11-2022,12570.0,3.0,4.015,1.06,68.14,141720.0,1.4,40.14,59.08,81.87,83490.0,122880.0,170300.0
6,11-2022,113910.0,1.6,6.347,1.67,73.09,152030.0,0.7,39.38,63.34,94.43,81910.0,131740.0,196410.0
8,11-2022,9950.0,6.2,3.513,0.93,93.64,194770.0,1.9,66.63,84.95,108.44,138600.0,176700.0,225550.0
9,11-2022,8810.0,2.9,5.304,1.4,78.51,163290.0,2.0,51.31,65.35,90.86,106730.0,135920.0,189000.0
10,11-2022,900.0,9.0,1.915,0.5,94.19,195910.0,3.4,67.22,89.48,109.94,139820.0,186120.0,228670.0
11,11-2022,1620.0,13.5,2.313,0.61,70.74,147130.0,6.2,47.0,66.67,81.2,97760.0,138680.0,168900.0
12,11-2022,30490.0,2.5,3.186,0.84,72.13,150040.0,1.1,41.92,61.93,88.24,87190.0,128810.0,183540.0
13,11-2022,16650.0,4.1,3.5,0.92,79.67,165710.0,1.6,49.0,68.14,97.13,101910.0,141720.0,202030.0
15,11-2022,1870.0,6.4,3.036,0.8,60.95,126770.0,2.8,41.81,56.58,75.02,86970.0,117680.0,156050.0
16,11-2022,2310.0,11.8,2.809,0.74,61.22,127340.0,4.0,35.13,52.66,75.41,73070.0,109530.0,156860.0
17,11-2022,32710.0,2.7,5.441,1.43,75.42,156870.0,1.5,48.59,65.23,89.45,101080.0,135680.0,186060.0
18,11-2022,9400.0,3.8,2.977,0.79,64.82,134820.0,2.1,37.89,56.49,79.59,78820.0,117500.0,165540.0
19,11-2022,2830.0,3.4,1.835,0.48,69.91,145400.0,3.3,48.07,62.06,82.2,99990.0,129080.0,170980.0
20,11-2022,3410.0,3.4,2.414,0.64,78.66,163600.0,1.8,53.89,71.06,90.17,112090.0,147800.0,187550.0
21,11-2022,7170.0,4.9,3.65,0.96,60.23,125280.0,2.8,36.69,52.55,75.65,76300.0,109300.0,157360.0
22,11-2022,3900.0,4.3,2.105,0.56,64.56,134280.0,2.3,36.96,51.61,70.61,76870.0,107340.0,146860.0
23,11-2022,1340.0,5.2,2.16,0.57,58.17,121000.0,3.7,32.37,48.27,77.2,67330.0,100400.0,160580.0
24,11-2022,9230.0,6.3,3.449,0.91,68.3,142070.0,3.1,42.32,60.38,83.1,88020.0,125600.0,172850.0
25,11-2022,14820.0,3.6,4.067,1.07,82.88,172390.0,2.7,50.99,75.17,103.8,106050.0,156360.0,215910.0
26,11-2022,15610.0,2.7,3.59,0.95,73.33,152530.0,1.4,47.62,68.09,87.67,99050.0,141620.0,182350.0
27,11-2022,9740.0,7.6,3.38,0.89,77.36,160910.0,2.5,48.93,64.56,91.62,101770.0,134290.0,190570.0
28,11-2022,1650.0,3.5,1.437,0.38,59.26,123250.0,1.9,32.23,51.8,75.57,67040.0,107750.0,157180.0
29,11-2022,7140.0,5.3,2.483,0.65,62.83,130680.0,2.4,34.49,53.56,80.3,71750.0,111400.0,167030.0
30,11-2022,500.0,10.8,1.004,0.26,62.66,130330.0,3.5,38.87,58.09,79.36,80850.0,120820.0,165070.0
31,11-2022,3360.0,3.8,3.358,0.89,63.43,131940.0,1.5,39.7,55.99,78.9,82580.0,116470.0,164110.0
32,11-2022,4840.0,4.5,3.265,0.86,66.17,137630.0,3.2,37.35,49.52,77.36,77690.0,103000.0,160910.0
33,11-2022,2160.0,6.0,3.199,0.84,82.62,171850.0,2.8,57.59,69.71,100.46,119780.0,145000.0,208960.0
34,11-2022,16360.0,3.2,3.894,1.03,91.9,191150.0,1.3,63.82,82.06,106.85,132750.0,170690.0,222250.0
35,11-2022,1110.0,6.7,1.315,0.35,59.07,122870.0,2.6,37.32,50.49,74.64,77620.0,105010.0,155250.0
37,11-2022,14480.0,2.2,3.02,0.8,72.18,150130.0,2.4,36.52,60.23,89.64,75960.0,125270.0,186450.0
38,11-2022,370.0,7.1,0.885,0.23,62.35,129680.0,2.7,45.36,57.67,74.65,94350.0,119960.0,155260.0
39,11-2022,15110.0,2.3,2.763,0.73,73.03,151900.0,2.5,45.32,64.64,86.43,94270.0,134440.0,179780.0
40,11-2022,2880.0,4.5,1.733,0.46,65.62,136500.0,1.8,41.48,58.65,80.7,86270.0,122000.0,167860.0
41,11-2022,8100.0,6.1,4.169,1.1,70.29,146200.0,3.9,44.28,60.52,85.92,92090.0,125890.0,178710.0
42,11-2022,17590.0,3.9,2.957,0.78,69.79,145160.0,1.5,45.26,62.79,82.29,94140.0,130600.0,171160.0
44,11-2022,500.0,7.7,1.018,0.27,78.28,162810.0,4.9,43.92,76.25,99.23,91350.0,158600.0,206400.0
45,11-2022,7050.0,2.6,3.172,0.84,66.47,138260.0,1.5,40.22,59.05,81.75,83660.0,122820.0,170040.0
46,11-2022,520.0,11.4,1.175,0.31,84.11,174950.0,10.3,56.05,77.63,112.67,116580.0,161470.0,234360.0
47,11-2022,10610.0,5.1,3.297,0.87,71.23,148150.0,2.1,44.16,63.86,89.65,91850.0,132830.0,186470.0
48,11-2022,79050.0,2.7,5.831,1.54,69.41,144360.0,1.2,38.97,61.33,83.17,81050.0,127560.0,172990.0
49,11-2022,5990.0,9.9,3.569,0.94,69.42,144390.0,3.1,43.62,62.61,83.93,90720.0,130220.0,174570.0
50,11-2022,700.0,10.4,2.336,0.62,72.31,150400.0,4.6,46.67,62.16,88.94,97070.0,129280.0,185000.0
51,11-2022,8000.0,6.8,2.01,0.53,81.61,169750.0,2.7,49.37,75.96,104.73,102690.0,158000.0,217850.0
53,11-2022,10550.0,3.5,3.019,0.8,89.65,186470.0,1.4,63.04,81.58,106.57,131130.0,169680.0,221660.0
54,11-2022,1050.0,4.5,1.524,0.4,59.95,124690.0,3.2,34.71,49.94,73.6,72190.0,103870.0,153090.0
55,11-2022,6340.0,3.7,2.196,0.58,71.86,149480.0,1.6,47.44,64.48,85.4,98670.0,134120.0,177630.0
56,11-2022,120.0,10.4,0.442,0.12,73.37,152620.0,7.1,51.99,66.13,97.48,108140.0,137560.0,202760.0
2,11-2032,210.0,8.6,0.687,1.43,58.39,121450.0,3.2,40.47,52.97,70.76,84180.0,110180.0,147180.0
4,11-2032,990.0,6.4,0.317,0.66,55.63,115710.0,1.8,38.63,49.43,67.68,80350.0,102810.0,140770.0
5,11-2032,270.0,4.0,0.214,0.45,68.8,143110.0,1.8,38.04,52.02,99.42,79130.0,108200.0,206800.0
6,11-2032,9580.0,3.6,0.534,1.11,81.96,170470.0,1.5,53.06,72.35,101.58,110370.0,150500.0,211280.0
8,11-2032,960.0,5.5,0.339,0.71,75.18,156370.0,1.6,53.61,70.91,86.29,111520.0,147500.0,179480.0
9,11-2032,720.0,6.2,0.432,0.9,70.98,147640.0,2.3,49.49,66.63,82.75,102940.0,138580.0,172110.0
10,11-2032,190.0,5.9,0.404,0.84,74.74,155460.0,1.3,57.99,70.84,88.49,120610.0,147350.0,184060.0
12,11-2032,3460.0,6.4,0.362,0.76,61.09,127060.0,3.9,39.25,52.44,81.87,81640.0,109080.0,170280.0
13,11-2032,1350.0,4.4,0.284,0.59,73.16,152160.0,1.1,50.14,63.22,84.96,104290.0,131490.0,176720.0
15,11-2032,270.0,11.7,0.43,0.9,54.99,114380.0,4.9,44.44,50.81,64.14,92440.0,105680.0,133420.0
16,11-2032,160.0,10.0,0.2,0.42,49.48,102920.0,3.8,34.85,44.51,61.55,72490.0,92580.0,128030.0
17,11-2032,3440.0,5.5,0.572,1.19,64.83,134850.0,2.3,40.78,61.08,81.49,84830.0,127040.0,169500.0
18,11-2032,510.0,7.9,0.161,0.34,55.59,115620.0,2.7,39.66,48.89,66.9,82480.0,101690.0,139160.0
19,11-2032,580.0,5.8,0.374,0.78,58.99,122690.0,2.5,39.88,52.87,69.54,82950.0,109980.0,144630.0
20,11-2032,210.0,10.9,0.151,0.32,61.38,127660.0,5.8,44.1,56.05,74.51,91730.0,116580.0,154980.0
21,11-2032,600.0,8.8,0.306,0.64,53.97,112270.0,2.6,37.62,47.9,66.5,78250.0,99620.0,138310.0
22,11-2032,220.0,11.4,0.117,0.24,50.81,105680.0,2.1,37.04,46.3,58.59,77040.0,96300.0,121870.0
23,11-2032,300.0,5.3,0.483,1.01,61.31,127530.0,5.7,38.59,49.89,65.59,80270.0,103770.0,136430.0
24,11-2032,1790.0,11.8,0.668,1.39,72.18,150130.0,8.6,44.82,63.28,86.84,93220.0,131620.0,180630.0
25,11-2032,2440.0,9.3,0.668,1.4,82.02,170600.0,3.7,53.05,73.1,99.98,110350.0,152050.0,207960.0
26,11-2032,1290.0,4.7,0.296,0.62,60.25,125320.0,1.4,43.05,55.07,70.79,89550.0,114550.0,147250.0
27,11-2032,1200.0,6.6,0.416,0.87,70.99,147650.0,4.6,48.38,63.01,82.62,100620.0,131050.0,171850.0
28,11-2032,210.0,24.6,0.184,0.38,48.47,100820.0,8.0,32.79,43.26,57.62,68190.0,89980.0,119850.0
29,11-2032,1070.0,5.2,0.372,0.78,62.31,129600.0,1.9,40.11,56.13,78.79,83420.0,116750.0,163890.0
31,11-2032,340.0,11.2,0.339,0.71,52.07,108310.0,3.2,36.55,48.89,63.09,76020.0,101700.0,131240.0
32,11-2032,360.0,8.8,0.241,0.5,62.71,130430.0,3.4,34.21,48.41,63.16,71170.0,100690.0,131380.0
33,11-2032,220.0,5.0,0.322,0.67,70.92,147510.0,2.2,49.82,64.21,83.11,103620.0,133560.0,172860.0
34,11-2032,2200.0,4.7,0.523,1.09,87.59,182190.0,1.5,61.63,81.9,106.35,128180.0,170350.0,221200.0
35,11-2032,120.0,7.1,0.141,0.3,59.73,124230.0,2.2,42.73,50.53,75.23,88880.0,105090.0,156480.0
37,11-2032,1370.0,4.0,0.285,0.59,71.34,148380.0,2.4,46.25,61.15,82.87,96190.0,127180.0,172370.0
38,11-2032,90.0,8.7,0.218,0.46,52.45,109100.0,3.4,34.72,47.67,63.58,72220.0,99150.0,132240.0
39,11-2032,960.0,5.9,0.175,0.37,65.59,136420.0,4.9,41.65,59.8,83.22,86640.0,124380.0,173090.0
40,11-2032,330.0,5.2,0.201,0.42,53.91,112130.0,1.6,36.83,49.1,62.44,76600.0,102120.0,129880.0
41,11-2032,2100.0,5.0,1.083,2.26,59.82,124420.0,1.4,43.5,59.89,67.3,90490.0,124570.0,139980.0
42,11-2032,1590.0,3.9,0.268,0.56,64.44,134030.0,2.1,44.06,55.94,74.46,91650.0,116360.0,154870.0
44,11-2032,120.0,22.2,0.238,0.5,80.09,166600.0,3.8,58.98,73.03,93.96,122670.0,151910.0,195440.0
45,11-2032,910.0,19.6,0.409,0.85,49.88,103760.0,2.3,32.14,41.52,60.69,66850.0,86360.0,126240.0
47,11-2032,650.0,7.0,0.202,0.42,55.21,114850.0,2.8,37.02,48.6,65.25,77010.0,101090.0,135720.0
48,11-2032,8040.0,4.3,0.593,1.24,60.85,126570.0,2.8,40.05,52.87,73.28,83300.0,109970.0,152420.0
49,11-2032,560.0,11.9,0.334,0.7,63.18,131400.0,1.8,41.21,57.17,78.91,85720.0,118920.0,164130.0
50,11-2032,190.0,13.9,0.633,1.32,54.59,113560.0,4.3,41.62,49.45,65.25,86570.0,102860.0,135720.0
51,11-2032,2380.0,27.7,0.597,1.25,87.79,182610.0,9.2,56.85,78.48,109.26,118250.0,163230.0,227250.0
53,11-2032,1550.0,6.8,0.443,0.93,78.81,163930.0,2.5,56.67,72.73,99.65,117880.0,151280.0,207260.0
54,11-2032,60.0,12.6,0.084,0.18,46.91,97580.0,6.0,33.53,39.9,49.16,69740.0,82990.0,102240.0
55,11-2032,600.0,7.8,0.207,0.43,55.19,114790.0,2.2,45.71,51.25,60.53,95070.0,106600.0,125910.0
1,11-2033,160.0,6.8,0.078,0.37,40.57,84380.0,2.3,28.06,39.73,46.18,58370.0,82640.0,96050.0
5,11-2033,140.0,17.8,0.108,0.52,38.79,80680.0,14.0,28.57,31.5,51.02,59430.0,65520.0,106120.0
6,11-2033,4510.0,5.6,0.251,1.2,74.13,154200.0,4.1,48.08,62.25,83.76,100000.0,129480.0,174210.0
8,11-2033,540.0,13.6,0.192,0.91,67.37,140140.0,1.9,49.77,60.8,79.17,103520.0,126460.0,164680.0
9,11-2033,620.0,7.1,0.376,1.8,65.22,135650.0,7.2,43.44,60.26,77.92,90360.0,125340.0,162080.0
10,11-2033,100.0,10.9,0.207,0.99,65.46,136150.0,1.4,50.8,64.34,79.45,105670.0,133820.0,165260.0
11,11-2033,780.0,14.4,1.105,5.27,74.75,155480.0,5.3,53.58,69.16,87.41,111440.0,143860.0,181820.0
12,11-2033,820.0,7.0,0.086,0.41,65.14,135490.0,2.9,40.76,57.8,78.1,84790.0,120220.0,162440.0
13,11-2033,640.0,6.1,0.135,0.64,60.08,124960.0,2.7,40.91,49.92,67.81,85090.0,103840.0,141040.0
15,11-2033,120.0,14.9,0.192,0.92,53.43,111130.0,7.1,40.09,46.26,67.21,83380.0,96230.0,139790.0
16,11-2033,50.0,13.3,0.057,0.27,41.43,86170.0,5.1,28.12,38.7,51.2,58490.0,80500.0,106490.0
17,11-2033,2180.0,7.4,0.363,1.73,52.8,109830.0,1.9,37.14,48.6,59.93,77250.0,101090.0,124640.0
18,11-2033,490.0,4.4,0.156,0.74,59.53,123820.0,1.4,41.15,54.31,66.47,85600.0,112960.0,138250.0
19,11-2033,280.0,6.7,0.183,0.87,50.66,105380.0,2.6,34.72,44.83,60.38,72210.0,93250.0,125590.0
20,11-2033,170.0,7.7,0.124,0.59,60.65,126140.0,2.9,43.56,55.64,75.91,90600.0,115730.0,157890.0
21,11-2033,190.0,5.4,0.096,0.46,53.24,110740.0,2.2,33.87,49.22,65.57,70460.0,102380.0,136390.0
23,11-2033,230.0,20.8,0.373,1.78,56.54,117590.0,7.8,41.91,52.47,65.0,87160.0,109130.0,135200.0
24,11-2033,890.0,12.4,0.333,1.59,64.02,133170.0,6.4,41.17,55.48,76.28,85630.0,115390.0,158650.0
25,11-2033,1790.0,6.0,0.491,2.35,73.08,152010.0,2.7,51.42,65.68,85.37,106950.0,136610.0,177560.0
26,11-2033,670.0,6.0,0.153,0.73,57.31,119210.0,1.2,39.04,51.31,65.85,81200.0,106730.0,136980.0
27,11-2033,490.0,7.6,0.171,0.82,57.55,119700.0,6.2,42.49,50.22,66.2,88380.0,104460.0,137700.0
28,11-2033,30.0,14.8,0.03,0.15,40.12,83460.0,5.1,29.28,39.47,47.44,60900.0,82100.0,98680.0
29,11-2033,300.0,11.6,0.105,0.5,44.55,92660.0,5.4,29.07,40.61,53.37,60470.0,84470.0,111010.0
30,11-2033,90.0,15.6,0.179,0.86,51.71,107550.0,2.9,37.64,47.52,57.5,78280.0,98850.0,119600.0
32,11-2033,130.0,15.1,0.088,0.42,47.85,99520.0,6.3,33.69,40.71,58.02,70080.0,84670.0,120670.0
33,11-2033,270.0,5.4,0.396,1.89,65.32,135860.0,1.2,46.02,54.89,80.92,95730.0,114170.0,168310.0
34,11-2033,800.0,12.6,0.191,0.91,67.29,139950.0,6.0,50.48,64.03,79.43,104990.0,133170.0,165210.0
36,11-2033,3730.0,5.5,0.397,1.89,85.37,177580.0,1.9,62.31,79.84,101.73,129600.0,166070.0,211600.0
37,11-2033,1080.0,7.1,0.224,1.07,58.26,121180.0,4.2,39.47,49.82,69.4,82100.0,103630.0,144350.0
39,11-2033,910.0,6.2,0.166,0.79,54.51,113380.0,2.1,38.48,47.28,64.5,80040.0,98340.0,134160.0
40,11-2033,80.0,14.2,0.048,0.23,47.94,99720.0,2.9,33.62,45.9,55.04,69920.0,95470.0,114470.0
41,11-2033,770.0,7.7,0.398,1.9,46.79,97310.0,2.3,34.42,40.37,52.58,71590.0,83960.0,109370.0
42,11-2033,1200.0,5.1,0.201,0.96,57.9,120430.0,1.6,43.94,50.73,65.66,91390.0,105510.0,136560.0
44,11-2033,190.0,22.2,0.39,1.86,74.93,155850.0,4.2,52.19,77.66,78.82,108560.0,161540.0,163950.0
45,11-2033,230.0,10.2,0.102,0.49,45.36,94350.0,3.4,33.62,40.21,49.2,69940.0,83650.0,102340.0
47,11-2033,220.0,16.5,0.068,0.32,51.17,106440.0,5.2,36.38,43.09,58.31,75670.0,89640.0,121280.0
48,11-2033,2490.0,6.3,0.183,0.87,50.79,105650.0,1.6,35.72,44.68,61.2,74300.0,92930.0,127300.0
49,11-2033,190.0,15.4,0.113,0.54,42.33,88050.0,8.6,26.68,36.29,50.3,55500.0,75490.0,104620.0
50,11-2033,100.0,7.7,0.34,1.62,54.05,112430.0,3.3,40.36,47.64,61.81,83950.0,99090.0,128560.0
51,11-2033,670.0,6.6,0.168,0.8,68.94,143400.0,2.0,46.82,61.81,82.27,97390.0,128570.0,171120.0
53,11-2033,780.0,6.6,0.224,1.07,69.63,144830.0,2.0,52.39,66.52,82.14,108970.0,138360.0,170850.0
54,11-2033,70.0,15.6,0.099,0.47,35.21,73230.0,5.0,28.0,31.58,39.48,58240.0,65680.0,82110.0
55,11-2033,240.0,15.3,0.083,0.4,69.03,143580.0,5.9,47.18,57.43,75.13,98130.0,119450.0,156270.0
1,11-3012,480.0,7.9,0.234,0.15,61.64,128220.0,2.0,43.18,53.36,70.18,89820.0,110990.0,145980.0
2,11-3012,780.0,3.1,2.517,1.58,53.23,110710.0,1.3,36.45,46.15,63.41,75820.0,95990.0,131890.0
4,11-3012,5610.0,2.6,1.794,1.12,51.38,106870.0,1.3,33.94,46.01,62.31,70590.0,95700.0,129600.0
5,11-3012,1080.0,5.6,0.847,0.53,49.78,103540.0,1.8,33.35,42.5,58.06,69360.0,88400.0,120770.0
6,11-3012,37990.0,1.6,2.117,1.33,59.86,124500.0,1.1,41.76,53.24,70.07,86860.0,110750.0,145750.0
8,11-3012,2040.0,6.3,0.721,0.45,77.82,161860.0,4.3,52.65,68.39,93.92,109520.0,142260.0,195350.0
9,11-3012,2500.0,14.6,1.503,0.94,62.53,130050.0,3.2,40.83,55.11,73.07,84920.0,114620.0,151990.0
10,11-3012,730.0,6.4,1.559,0.98,71.7,149130.0,1.7,54.12,64.79,81.56,112570.0,134760.0,169640.0
11,11-3012,750.0,5.8,1.064,0.67,64.22,133570.0,2.0,46.59,57.44,75.33,96910.0,119480.0,156690.0
12,11-3012,10830.0,3.5,1.131,0.71,51.68,107500.0,4.2,32.67,45.61,63.36,67960.0,94870.0,131780.0
13,11-3012,8790.0,5.2,1.847,1.16,57.55,119710.0,2.9,35.57,49.42,71.86,73990.0,102800.0,149460.0
15,11-3012,1660.0,7.3,2.689,1.68,55.28,114980.0,1.1,41.86,52.96,64.03,87070.0,110150.0,133180.0
16,11-3012,640.0,11.4,0.776,0.49,40.26,83740.0,5.2,25.0,36.43,52.7,51990.0,75770.0,109620.0
17,11-3012,12920.0,2.4,2.149,1.35,57.49,119580.0,0.9,39.59,50.39,66.54,82350.0,104800.0,138400.0
18,11-3012,5340.0,5.5,1.693,1.06,51.02,106110.0,1.6,32.23,45.8,61.78,67030.0,95270.0,128490.0
19,11-3012,1050.0,3.4,0.677,0.42,56.54,117600.0,2.3,38.7,51.22,68.12,80490.0,106550.0,141700.0
20,11-3012,1090.0,4.2,0.771,0.48,57.23,119030.0,1.5,40.87,52.7,66.59,85010.0,109610.0,138500.0
21,11-3012,2070.0,5.2,1.055,0.66,52.1,108370.0,1.4,34.7,47.9,62.58,72170.0,99640.0,130160.0
22,11-3012,2740.0,7.1,1.48,0.93,49.59,103160.0,4.4,33.15,41.92,55.48,68940.0,87200.0,115390.0
23,11-3012,1280.0,10.1,2.057,1.29,49.85,103680.0,10.9,34.02,42.75,58.0,70770.0,88920.0,120630.0
24,11-3012,4550.0,5.5,1.698,1.06,60.34,125510.0,1.2,44.17,53.91,73.39,91870.0,112130.0,152640.0
25,11-3012,8700.0,2.8,2.389,1.5,65.99,137250.0,1.4,46.37,56.66,78.53,96460.0,117850.0,163330.0
26,11-3012,5840.0,2.7,1.342,0.84,51.5,107120.0,1.1,36.78,47.7,62.01,76500.0,99220.0,128980.0
27,11-3012,5060.0,3.1,1.758,1.1,70.71,147070.0,1.4,49.13,61.73,84.3,102190.0,128400.0,175350.0
28,11-3012,2690.0,6.2,2.337,1.46,49.81,103600.0,4.4,31.26,41.61,60.37,65010.0,86550.0,125560.0
29,11-3012,3870.0,4.5,1.346,0.84,47.72,99260.0,2.0,31.52,43.12,60.02,65560.0,89680.0,124840.0
30,11-3012,280.0,6.6,0.56,0.35,54.41,113170.0,1.9,44.33,50.3,62.96,92210.0,104630.0,130960.0
31,11-3012,2130.0,3.1,2.131,1.33,51.88,107910.0,1.1,38.49,48.26,62.39,80060.0,100380.0,129770.0
32,11-3012,2800.0,6.3,1.893,1.19,40.48,84190.0,3.4,25.2,33.69,49.06,52420.0,70070.0,102040.0
33,11-3012,690.0,5.7,1.025,0.64,58.18,121020.0,2.1,42.04,54.04,66.93,87430.0,112410.0,139220.0
34,11-3012,9150.0,4.5,2.177,1.36,70.29,146190.0,4.1,51.11,63.39,79.12,106310.0,131860.0,164570.0
35,11-3012,1550.0,4.6,1.834,1.15,53.71,111720.0,1.1,40.74,48.72,66.12,84740.0,101340.0,137530.0
37,11-3012,7150.0,2.7,1.492,0.93,52.28,108740.0,1.0,35.92,47.93,63.42,74720.0,99690.0,131910.0
38,11-3012,270.0,11.5,0.636,0.4,60.89,126640.0,3.7,42.26,56.53,76.21,87900.0,117580.0,158510.0
39,11-3012,7020.0,3.3,1.283,0.8,48.64,101170.0,0.8,35.13,44.39,58.28,73070.0,92320.0,121220.0
40,11-3012,3370.0,2.2,2.023,1.27,51.23,106550.0,1.0,35.26,49.45,60.75,73340.0,102860.0,126360.0
41,11-3012,4910.0,4.1,2.526,1.58,55.57,115590.0,1.3,39.55,50.7,66.01,82260.0,105460.0,137310.0
42,11-3012,7460.0,7.0,1.254,0.79,53.09,110420.0,5.0,33.99,46.88,64.6,70710.0,97510.0,134370.0
44,11-3012,410.0,5.0,0.843,0.53,70.21,146040.0,1.3,53.37,67.03,80.81,111020.0,139420.0,168070.0
45,11-3012,4760.0,2.1,2.143,1.34,53.06,110360.0,1.1,38.74,47.69,60.53,80580.0,99190.0,125900.0
46,11-3012,440.0,7.7,0.984,0.62,48.72,101340.0,1.1,38.39,47.94,53.75,79840.0,99720.0,111790.0
47,11-3012,8230.0,5.1,2.557,1.6,63.78,132650.0,1.4,42.51,58.12,77.89,88420.0,120880.0,162020.0
48,11-3012,21990.0,5.8,1.622,1.02,62.14,129240.0,2.8,43.26,52.62,66.75,89980.0,109450.0,138840.0
49,11-3012,2000.0,3.3,1.19,0.75,54.06,112440.0,2.1,35.96,48.48,64.41,74790.0,100840.0,133970.0
50,11-3012,400.0,5.4,1.337,0.84,46.57,96870.0,2.0,36.45,42.0,50.79,75820.0,87360.0,105630.0
51,11-3012,2650.0,3.1,0.665,0.42,66.45,138210.0,2.4,42.59,56.99,79.54,88600.0,118530.0,165450.0
54,11-3012,1710.0,7.4,2.483,1.55,39.8,82780.0,2.0,29.87,36.8,45.93,62130.0,76540.0,95530.0
55,11-3012,4860.0,2.2,1.684,1.05,57.98,120590.0,1.0,42.11,52.48,65.62,87600.0,109150.0,136500.0
